,start_date,end_date,timeframe,fiscal_period,fiscal_year,cik,sic,tickers,company_name,filing_date,acceptance_datetime,source_filing_url,source_filing_file_url,balance_sheet.accounts_payable.value,balance_sheet.equity_attributable_to_noncontrolling_interest.value,balance_sheet.other_current_assets.value,balance_sheet.liabilities_and_equity.value,balance_sheet.noncurrent_assets.value,balance_sheet.equity_attributable_to_parent.value,balance_sheet.current_assets.value,balance_sheet.inventory.value,balance_sheet.fixed_assets.value,balance_sheet.liabilities.value,balance_sheet.assets.value,balance_sheet.equity.value,balance_sheet.long_term_debt.value,balance_sheet.noncurrent_liabilities.value,balance_sheet.other_noncurrent_assets.value,balance_sheet.other_noncurrent_liabilities.value,balance_sheet.current_liabilities.value,balance_sheet.other_current_liabilities.value,cash_flow_statement.net_cash_flow_from_investing_activities_continuing.value,cash_flow_statement.net_cash_flow_continuing.value,cash_flow_statement.net_cash_flow_from_operating_activities_continuing.value,cash_flow_statement.net_cash_flow_from_financing_activities_continuing.value,cash_flow_statement.net_cash_flow_from_operating_activities.value,cash_flow_statement.net_cash_flow_from_financing_activities.value,cash_flow_statement.net_cash_flow_from_investing_activities.value,cash_flow_statement.net_cash_flow.value,income_statement.benefits_costs_expenses.value,income_statement.net_income_loss_attributable_to_parent.value,income_statement.participating_securities_distributed_and_undistributed_earnings_loss_basic.value,income_statement.operating_expenses.value,income_statement.diluted_earnings_per_share.value,income_statement.income_loss_from_continuing_operations_after_tax.value,income_statement.operating_income_loss.value,income_statement.net_income_loss_available_to_common_stockholders_basic.value,income_statement.research_and_development.value,income_statement.costs_and_expenses.value,income_statement.basic_average_shares.value,income_statement.gross_profit.value,income_statement.preferred_stock_dividends_and_other_adjustments.value,income_statement.diluted_average_shares.value,income_statement.net_income_loss.value,income_statement.cost_of_revenue.value,income_statement.nonoperating_income_loss.value,income_statement.net_income_loss_attributable_to_noncontrolling_interest.value,income_statement.income_loss_from_continuing_operations_before_tax.value,income_statement.income_tax_expense_benefit.value,income_statement.basic_earnings_per_share.value,income_statement.selling_general_and_administrative_expenses.value,income_statement.revenues.value,income_statement.interest_expense_operating.value,income_statement.income_tax_expense_benefit_deferred.value,balance_sheet.intangible_assets.value,income_statement.depreciation_and_amortization.value,balance_sheet.wages.value,income_statement.income_loss_before_equity_method_investments.value,balance_sheet.commitments_and_contingencies.value
44,2015-06-28,2015-09-26,quarterly,Q4,2015,0000320193,3571,['AAPL'],APPLE INC,,,,,35490000000.0,0,87029000000.0,290479000000.0,201101000000.0,119355000000.0,89378000000.0,2349000000.0,22471000000.0,171124000000.0,290479000000.0,119355000000.0,,90514000000.0,174737000000.0,,80610000000.0,45120000000.0,-1375000000.0,5801000000.0,13475000000.0,-6299000000.0,13475000000.0,-6299000000.0,-1375000000.0,5801000000.0,0.0,11124000000.0,0,5925000000.0,1.96,11124000000.0,14623000000.0,11124000000.0,2220000000.0,0.0,-35501000.0,20548000000.0,0,-36851000.0,11124000000.0,30953000000.0,439000000.0,0,51501000000.0,3938000000.0,1.97,3705000000.0,51501000000.0,238000000.0,-1438000000.0,3893000000.0,,,,
45,2014-09-28,2015-09-26,annual,FY,2015,0000320193,3571,['AAPL'],APPLE INC,2015-10-28,,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-356351,http://api.polygon.io/v1/reference/sec/filings/0001193125-15-356351/files/aapl-20150926.xml,35490000000.0,0,87029000000.0,290479000000.0,201101000000.0,119355000000.0,89378000000.0,2349000000.0,22471000000.0,171124000000.0,290479000000.0,119355000000.0,,90514000000.0,174737000000.0,,80610000000.0,45120000000.0,-56274000000.0,7276000000.0,81266000000.0,-17716000000.0,81266000000.0,-17716000000.0,-56274000000.0,7276000000.0,161200000000.0,53394000000.0,0,22396000000.0,9.22,53394000000.0,71230000000.0,53394000000.0,8067000000.0,161200000000.0,5753421000.0,93626000000.0,0,5793069000.0,53394000000.0,140089000000.0,1285000000.0,0,72515000000.0,19121000000.0,9.28,14329000000.0,233715000000.0,733000000.0,1382000000.0,3893000000.0,9200000000.0,,,
46,2015-03-29,2015-06-27,quarterly,Q3,2015,0000320193,3571,['AAPL'],APPLE INC,2015-07-22,,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-259935,http://api.polygon.io/v1/reference/sec/filings/0001193125-15-259935/files/aapl-20150627.xml,26474000000.0,0,68911000000.0,273151000000.0,202198000000.0,125677000000.0,70953000000.0,2042000000.0,21149000000.0,147474000000.0,273151000000.0,125677000000.0,,82189000000.0,177270000000.0,,65285000000.0,37260000000.0,-11403000000.0,830000000.0,14988000000.0,-2755000000.0,14988000000.0,-2755000000.0,-11403000000.0,830000000.0,0.0,10677000000.0,0,5598000000.0,1.85,10677000000.0,14083000000.0,10677000000.0,2034000000.0,0.0,5729886000.0,19681000000.0,0,5773099000.0,10677000000.0,29924000000.0,390000000.0,0,14473000000.0,3796000000.0,1.86,3564000000.0,49605000000.0,201000000.0,941000000.0,3779000000.0,,1551000000.0,,
47,2014-12-28,2015-03-28,quarterly,Q2,2015,0000320193,3571,['AAPL'],APPLE INC,2015-04-28,,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-153166,http://api.polygon.io/v1/reference/sec/filings/0001193125-15-153166/files/aapl-20150328.xml,23159000000.0,0,65495000000.0,261194000000.0,193303000000.0,129006000000.0,67891000000.0,2396000000.0,20151000000.0,132188000000.0,261194000000.0,129006000000.0,40072000000.0,73459000000.0,169091000000.0,33387000000.0,58729000000.0,34316000000.0,-22331000000.0,-4989000000.0,19081000000.0,-1739000000.0,19081000000.0,-1739000000.0,-22331000000.0,-4989000000.0,0.0,13569000000.0,0,5378000000.0,2.33,13569000000.0,18278000000.0,13569000000.0,1918000000.0,0.0,5793799000.0,23656000000.0,0,5834858000.0,13569000000.0,34354000000.0,286000000.0,0,18564000000.0,4995000000.0,2.34,3460000000.0,58010000000.0,163000000.0,-318000000.0,4061000000.0,,1254000000.0,,
48,2014-09-28,2014-12-27,quarterly,Q1,2015,0000320193,3571,['AAPL'],APPLE INC,2015-01-28,,https://api.polygon.io/v1/reference/sec/filings/0001193125-15-023697,http://api.polygon.io/v1/reference/sec/filings/0001193125-15-023697/files/aapl-20141227.xml,38001000000.0,0,81120000000.0,261894000000.0,178491000000.0,123328000000.0,83403000000.0,2283000000.0,20392000000.0,138566000000.0,261894000000.0,123328000000.0,32504000000.0,64955000000.0,153729000000.0,32451000000.0,73611000000.0,34294000000.0,-21165000000.0,5634000000.0,33722000000.0,-6923000000.0,33722000000.0,-6923000000.0,-21165000000.0,5634000000.0,0.0,18024000000.0,0,5495000000.0,3.06,18024000000.0,24246000000.0,18024000000.0,1895000000.0,0.0,5843082000.0,29741000000.0,0,5881803000.0,18024000000.0,44858000000.0,170000000.0,0,24416000000.0,6392000000.0,3.08,3600000000.0,74599000000.0,131000000.0,2197000000.0,4370000000.0,,1316000000.0,,
49,2014-06-29,2014-09-27,quarterly,Q4,2014,0000320193,3571,['AAPL'],APPLE INC,,,,,30196000000.0,0,66420000000.0,231839000000.0,163308000000.0,111547000000.0,68531000000.0,2111000000.0,20624000000.0,120292000000.0,231839000000.0,111547000000.0,28987000000.0,56844000000.0,138542000000.0,27857000000.0,63448000000.0,32043000000.0,2997000000.0,867000000.0,13250000000.0,-15380000000.0,13250000000.0,-15380000000.0,2997000000.0,867000000.0,0.0,8467000000.0,0,4844000000.0,1.42,8467000000.0,11165000000.0,8467000000.0,1686000000.0,0.0,-50575000.0,16009000000.0,0,-50194000.0,8467000000.0,26114000000.0,307000000.0,0,42123000000.0,3005000000.0,1.43,3158000000.0,42123000000.0,115000000.0,-807000000.0,4142000000.0,,1209000000.0,,
50,2013-09-29,2014-09-27,annual,FY,2014,0000320193,3571,['AAPL'],APPLE INC,2014-10-27,,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-383437,http://api.polygon.io/v1/reference/sec/filings/0001193125-14-383437/files/aapl-20140927.xml,30196000000.0,0,66420000000.0,231839000000.0,163308000000.0,111547000000.0,68531000000.0,2111000000.0,20624000000.0,120292000000.0,231839000000.0,111547000000.0,28987000000.0,56844000000.0,138542000000.0,27857000000.0,63448000000.0,32043000000.0,-22579000000.0,-415000000.0,59713000000.0,-37549000000.0,59713000000.0,-37549000000.0,-22579000000.0,-415000000.0,129312000000.0,39510000000.0,0,18034000000.0,6.45,39510000000.0,52503000000.0,39510000000.0,6041000000.0,129312000000.0,6085572000.0,70537000000.0,0,6122663000.0,39510000000.0,112258000000.0,980000000.0,0,53483000000.0,13973000000.0,6.49,11993000000.0,182795000000.0,384000000.0,2347000000.0,4142000000.0,6900000000.0,1209000000.0,,
51,2014-03-30,2014-06-28,quarterly,Q3,2014,0000320193,3571,['AAPL'],APPLE INC,2014-07-23,,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-277160,http://api.polygon.io/v1/reference/sec/filings/0001193125-14-277160/files/aapl-20140628.xml,20535000000.0,0,66355000000.0,222520000000.0,154571000000.0,120940000000.0,67949000000.0,1594000000.0,17585000000.0,101580000000.0,222520000000.0,120940000000.0,29030000000.0,55375000000.0,133219000000.0,26345000000.0,46205000000.0,24436000000.0,-22214000000.0,-5972000000.0,10255000000.0,5987000000.0,10255000000.0,5987000000.0,-22214000000.0,-5972000000.0,0.0,7748000000.0,0,4453000000.0,1.28,7748000000.0,10282000000.0,7748000000.0,1603000000.0,0.0,6012635000.0,14735000000.0,0,6051711000.0,7748000000.0,22697000000.0,202000000.0,0,10484000000.0,2736000000.0,1.29,2850000000.0,37432000000.0,100000000.0,1095000000.0,3767000000.0,,1234000000.0,,
52,2013-12-29,2014-03-29,quarterly,Q2,2014,0000320193,3571,['AAPL'],APPLE INC,2014-04-24,,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-157311,http://api.polygon.io/v1/reference/sec/filings/0001193125-14-157311/files/aapl-20140329.xml,18914000000.0,0,68712000000.0,205989000000.0,135448000000.0,120179000000.0,70541000000.0,1829000000.0,15120000000.0,85810000000.0,205989000000.0,120179000000.0,16962000000.0,42602000000.0,116400000000.0,25640000000.0,43208000000.0,23314000000.0,11741000000.0,4872000000.0,13538000000.0,-20407000000.0,13538000000.0,-20407000000.0,11741000000.0,4872000000.0,0.0,10223000000.0,0,4354000000.0,1.66,10223000000.0,13593000000.0,10223000000.0,1422000000.0,0.0,874757000.0,17947000000.0,0,879528000.0,10223000000.0,27699000000.0,225000000.0,0,13818000000.0,3595000000.0,1.67,2932000000.0,45646000000.0,85000000.0,806000000.0,3928000000.0,,980000000.0,,
53,2013-09-29,2013-12-28,quarterly,Q1,2014,0000320193,3571,['AAPL'],APPLE INC,2014-01-28,,https://api.polygon.io/v1/reference/sec/filings/0001193125-14-024487,http://api.polygon.io/v1/reference/sec/filings/0001193125-14-024487/files/aapl-20131228.xml,29588000000.0,0,78225000000.0,225184000000.0,144837000000.0,129684000000.0,80347000000.0,2122000000.0,15488000000.0,95500000000.0,225184000000.0,129684000000.0,16961000000.0,41731000000.0,125244000000.0,24770000000.0,53769000000.0,23179000000.0,-15103000000.0,-182000000.0,22670000000.0,-7749000000.0,22670000000.0,-7749000000.0,-15103000000.0,-182000000.0,0.0,13072000000.0,0,4383000000.0,2.07,13072000000.0,17463000000.0,13072000000.0,1330000000.0,0.0,896072000.0,21846000000.0,0,901452000.0,13072000000.0,35748000000.0,246000000.0,0,17709000000.0,4637000000.0,2.08,3053000000.0,57594000000.0,84000000.0,1253000000.0,4105000000.0,,1002000000.0,,
54,2013-06-30,2013-09-28,quarterly,Q4,2013,0000320193,3571,['AAPL'],APPLE INC,,,,,22367000000.0,0,71522000000.0,207000000000.0,133714000000.0,123549000000.0,73286000000.0,1764000000.0,16597000000.0,83451000000.0,207000000000.0,123549000000.0,16960000000.0,39793000000.0,112938000000.0,22833000000.0,43658000000.0,20332000000.0,611000000.0,3011000000.0,9908000000.0,-7508000000.0,9908000000.0,-7508000000.0,611000000.0,3011000000.0,0.0,7512000000.0,0,3841000000.0,8.26,7512000000.0,10030000000.0,7512000000.0,1168000000.0,0.0,-7057000.0,13871000000.0,0,-7510000.0,7512000000.0,23601000000.0,113000000.0,0,37472000000.0,2631000000.0,8.31,2673000000.0,37472000000.0,,-1383000000.0,4179000000.0,,959000000.0,,
55,2012-09-30,2013-09-28,annual,FY,2013,0000320193,3571,['AAPL'],APPLE INC,2013-10-30,,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-416534,http://api.polygon.io/v1/reference/sec/filings/0001193125-13-416534/files/aapl-20130928.xml,22367000000.0,0,71522000000.0,207000000000.0,133714000000.0,123549000000.0,73286000000.0,1764000000.0,16597000000.0,83451000000.0,207000000000.0,123549000000.0,16960000000.0,39793000000.0,112938000000.0,22833000000.0,43658000000.0,20332000000.0,-33774000000.0,3513000000.0,53666000000.0,-16379000000.0,53666000000.0,-16379000000.0,-33774000000.0,3513000000.0,120755000000.0,37037000000.0,0,15305000000.0,39.75,37037000000.0,48999000000.0,37037000000.0,4475000000.0,120755000000.0,925331000.0,64304000000.0,0,931662000.0,37037000000.0,106606000000.0,1156000000.0,0,50155000000.0,13118000000.0,40.03,10830000000.0,170910000000.0,136000000.0,1141000000.0,4179000000.0,5800000000.0,959000000.0,,
56,2013-03-31,2013-06-29,quarterly,Q3,2013,0000320193,3571,['AAPL'],APPLE INC,2013-07-24,,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-300670,http://api.polygon.io/v1/reference/sec/filings/0001193125-13-300670/files/aapl-20130629.xml,15516000000.0,0,66522000000.0,199856000000.0,131637000000.0,123354000000.0,68219000000.0,1697000000.0,16327000000.0,76502000000.0,199856000000.0,123354000000.0,16958000000.0,40183000000.0,110957000000.0,23225000000.0,36319000000.0,19797000000.0,-6507000000.0,-805000000.0,7828000000.0,-2126000000.0,7828000000.0,-2126000000.0,-6507000000.0,-805000000.0,0.0,6900000000.0,0,3823000000.0,7.47,6900000000.0,9201000000.0,6900000000.0,1178000000.0,0.0,918618000.0,13024000000.0,0,924265000.0,6900000000.0,22299000000.0,234000000.0,0,9435000000.0,2535000000.0,7.51,2645000000.0,35323000000.0,,567000000.0,4353000000.0,,1006000000.0,,
57,2012-12-30,2013-03-30,quarterly,Q2,2013,0000320193,3571,['AAPL'],APPLE INC,2013-04-24,,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-168288,http://api.polygon.io/v1/reference/sec/filings/0001193125-13-168288/files/aapl-20130330.xml,14912000000.0,0,62092000000.0,194743000000.0,131406000000.0,135490000000.0,63337000000.0,1245000000.0,15026000000.0,59253000000.0,194743000000.0,135490000000.0,,23745000000.0,112244000000.0,,35508000000.0,19804000000.0,-14357000000.0,-4101000000.0,12504000000.0,-2248000000.0,12504000000.0,-2248000000.0,-14357000000.0,-4101000000.0,0.0,9547000000.0,0,3791000000.0,10.09,9547000000.0,12558000000.0,9547000000.0,1119000000.0,0.0,939629000.0,16349000000.0,0,946035000.0,9547000000.0,27254000000.0,347000000.0,0,12905000000.0,3358000000.0,10.16,2672000000.0,43603000000.0,,778000000.0,4136000000.0,,792000000.0,12905000000.0,
58,2012-09-30,2012-12-29,quarterly,Q1,2013,0000320193,3571,['AAPL'],APPLE INC,2013-01-24,,https://api.polygon.io/v1/reference/sec/filings/0001193125-13-022339,http://api.polygon.io/v1/reference/sec/filings/0001193125-13-022339/files/aapl-20121229.xml,26398000000.0,0,70893000000.0,196088000000.0,123740000000.0,127346000000.0,72348000000.0,1455000000.0,15422000000.0,68742000000.0,196088000000.0,127346000000.0,,21863000000.0,103856000000.0,,46879000000.0,19731000000.0,-13521000000.0,5408000000.0,23426000000.0,-4497000000.0,23426000000.0,-4497000000.0,-13521000000.0,5408000000.0,0.0,13078000000.0,0,3850000000.0,13.81,13078000000.0,17210000000.0,13078000000.0,1010000000.0,0.0,938916000.0,21060000000.0,0,947217000.0,13078000000.0,33452000000.0,462000000.0,0,17672000000.0,4594000000.0,13.93,2840000000.0,54512000000.0,,1179000000.0,4462000000.0,,750000000.0,17672000000.0,
59,2012-07-01,2012-09-29,quarterly,Q4,2012,0000320193,3571,['AAPL'],APPLE INC,,,,,21175000000.0,0,56862000000.0,176064000000.0,118411000000.0,118210000000.0,57653000000.0,791000000.0,15452000000.0,57854000000.0,176064000000.0,118210000000.0,,19312000000.0,98735000000.0,,38542000000.0,16632000000.0,-4313000000.0,2801000000.0,9136000000.0,-2022000000.0,9136000000.0,-2022000000.0,-4313000000.0,2801000000.0,0.0,8223000000.0,0,3457000000.0,8.67,8223000000.0,10944000000.0,8223000000.0,906000000.0,0.0,1146000.0,14401000000.0,0,915000.0,8223000000.0,21565000000.0,-51000000.0,0,35966000000.0,2670000000.0,8.76,2551000000.0,35966000000.0,,339000000.0,4224000000.0,,735000000.0,10893000000.0,
60,2011-09-25,2012-09-29,annual,FY,2012,0000320193,3571,['AAPL'],APPLE INC,2012-10-31,,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-444068,http://api.polygon.io/v1/reference/sec/filings/0001193125-12-444068/files/aapl-20120929.xml,21175000000.0,0,56862000000.0,176064000000.0,118411000000.0,118210000000.0,57653000000.0,791000000.0,15452000000.0,57854000000.0,176064000000.0,118210000000.0,,19312000000.0,98735000000.0,,38542000000.0,16632000000.0,-48227000000.0,931000000.0,50856000000.0,-1698000000.0,50856000000.0,-1698000000.0,-48227000000.0,931000000.0,100745000000.0,41733000000.0,0,13421000000.0,44.15,41733000000.0,55241000000.0,41733000000.0,3381000000.0,100745000000.0,934818000.0,68662000000.0,0,945355000.0,41733000000.0,87846000000.0,522000000.0,0,55763000000.0,14030000000.0,44.64,10040000000.0,156508000000.0,,4405000000.0,4224000000.0,2600000000.0,735000000.0,55763000000.0,
61,2012-04-01,2012-06-30,quarterly,Q3,2012,0000320193,3571,['AAPL'],APPLE INC,2012-07-25,,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-314552,http://api.polygon.io/v1/reference/sec/filings/0001193125-12-314552/files/aapl-20120630.xml,16808000000.0,0,50821000000.0,162896000000.0,110953000000.0,111746000000.0,51943000000.0,1122000000.0,10487000000.0,51150000000.0,162896000000.0,111746000000.0,,18090000000.0,96137000000.0,,33060000000.0,15487000000.0,-12310000000.0,-2176000000.0,10189000000.0,-55000000.0,10189000000.0,-55000000.0,-12310000000.0,-2176000000.0,0.0,8824000000.0,0,3421000000.0,9.32,8824000000.0,11573000000.0,8824000000.0,876000000.0,0.0,936596000.0,14994000000.0,0,947059000.0,8824000000.0,20029000000.0,288000000.0,0,11861000000.0,3037000000.0,9.42,2545000000.0,35023000000.0,,1151000000.0,4329000000.0,,765000000.0,11861000000.0,
62,2012-01-01,2012-03-31,quarterly,Q2,2012,0000320193,3571,['AAPL'],APPLE INC,2012-04-25,,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-182321,http://api.polygon.io/v1/reference/sec/filings/0001193125-12-182321/files/aapl-20120331.xml,17011000000.0,0,49610000000.0,150934000000.0,100222000000.0,102498000000.0,50712000000.0,1102000000.0,8847000000.0,48436000000.0,150934000000.0,102498000000.0,,16400000000.0,87771000000.0,,32036000000.0,14474000000.0,-14476000000.0,-189000000.0,13977000000.0,310000000.0,13977000000.0,310000000.0,-14476000000.0,-189000000.0,0.0,11622000000.0,0,3180000000.0,12.3,11622000000.0,15384000000.0,11622000000.0,841000000.0,0.0,933582000.0,18564000000.0,0,944893000.0,11622000000.0,20622000000.0,148000000.0,0,15532000000.0,3910000000.0,12.45,2339000000.0,39186000000.0,,1459000000.0,3604000000.0,,551000000.0,15532000000.0,
63,2011-09-25,2011-12-31,quarterly,Q1,2012,0000320193,3571,['AAPL'],APPLE INC,2012-01-25,,https://api.polygon.io/v1/reference/sec/filings/0001193125-12-023398,http://api.polygon.io/v1/reference/sec/filings/0001193125-12-023398/files/aapl-20111231.xml,18221000000.0,0,53535000000.0,138681000000.0,83910000000.0,90054000000.0,54771000000.0,1236000000.0,,48627000000.0,138681000000.0,90054000000.0,,14020000000.0,80438000000.0,,34607000000.0,15823000000.0,-17128000000.0,495000000.0,17554000000.0,69000000.0,17554000000.0,69000000.0,-17128000000.0,495000000.0,0.0,13064000000.0,0,3363000000.0,13.87,13064000000.0,17340000000.0,13064000000.0,758000000.0,0.0,931041000.0,20703000000.0,0,941572000.0,13064000000.0,25630000000.0,137000000.0,0,17477000000.0,4413000000.0,14.03,2605000000.0,46333000000.0,,1456000000.0,3472000000.0,,563000000.0,17477000000.0,
64,2011-06-26,2011-09-24,quarterly,Q4,2011,0000320193,3571,['AAPL'],APPLE INC,,,,,14632000000.0,0,44212000000.0,116371000000.0,71383000000.0,76615000000.0,44988000000.0,776000000.0,,39756000000.0,116371000000.0,76615000000.0,,11786000000.0,67847000000.0,,27970000000.0,12748000000.0,-13136000000.0,-2276000000.0,10429000000.0,431000000.0,10429000000.0,431000000.0,-13136000000.0,-2276000000.0,0.0,6623000000.0,0,2670000000.0,7.05,6623000000.0,8710000000.0,6623000000.0,645000000.0,0.0,1341000.0,11380000000.0,0,957000.0,6623000000.0,16890000000.0,81000000.0,0,28270000000.0,2168000000.0,7.13,2025000000.0,28270000000.0,,636000000.0,3536000000.0,,590000000.0,8791000000.0,
65,2010-09-26,2011-09-24,annual,FY,2011,0000320193,3571,['AAPL'],APPLE INC,2011-10-26,,https://api.polygon.io/v1/reference/sec/filings/0001193125-11-282113,http://api.polygon.io/v1/reference/sec/filings/0001193125-11-282113/files/aapl-20110924.xml,14632000000.0,0,44212000000.0,116371000000.0,71383000000.0,76615000000.0,44988000000.0,776000000.0,,39756000000.0,116371000000.0,76615000000.0,,11786000000.0,67847000000.0,,27970000000.0,12748000000.0,-40419000000.0,-1446000000.0,37529000000.0,1444000000.0,37529000000.0,1444000000.0,-40419000000.0,-1446000000.0,74044000000.0,25922000000.0,0,10028000000.0,27.68,25922000000.0,33790000000.0,25922000000.0,2429000000.0,74044000000.0,924258000.0,43818000000.0,0,936645000.0,25922000000.0,64431000000.0,415000000.0,0,34205000000.0,8283000000.0,28.05,7599000000.0,108249000000.0,,2868000000.0,3536000000.0,1600000000.0,590000000.0,34205000000.0,
66,2011-03-27,2011-06-25,quarterly,Q3,2011,0000320193,3571,['AAPL'],APPLE INC,2011-07-20,,https://api.polygon.io/v1/reference/sec/filings/0001193125-11-192493,http://api.polygon.io/v1/reference/sec/filings/0001193125-11-192493/files/aapl-20110625.xml,15270000000.0,0,46009000000.0,106758000000.0,59860000000.0,69343000000.0,46898000000.0,889000000.0,,37415000000.0,106758000000.0,69343000000.0,,10556000000.0,58691000000.0,,26859000000.0,11043000000.0,-15032000000.0,-3887000000.0,11108000000.0,37000000.0,11108000000.0,37000000.0,-15032000000.0,-3887000000.0,0.0,7308000000.0,0,2543000000.0,7.79,7308000000.0,9379000000.0,7308000000.0,628000000.0,0.0,926108000.0,11922000000.0,0,937810000.0,7308000000.0,16649000000.0,172000000.0,0,9551000000.0,2243000000.0,7.89,1915000000.0,28571000000.0,,669000000.0,1169000000.0,,546000000.0,9551000000.0,
67,2010-12-26,2011-03-26,quarterly,Q2,2011,0000320193,3571,['AAPL'],APPLE INC,2011-04-21,,https://api.polygon.io/v1/reference/sec/filings/0001193125-11-104388,http://api.polygon.io/v1/reference/sec/filings/0001193125-11-104388/files/aapl-20110326.xml,13714000000.0,0,46067000000.0,94904000000.0,47907000000.0,61477000000.0,46997000000.0,930000000.0,,33427000000.0,94904000000.0,61477000000.0,,9100000000.0,47400000000.0,,24327000000.0,10099000000.0,-1522000000.0,5244000000.0,6219000000.0,547000000.0,6219000000.0,547000000.0,-1522000000.0,5244000000.0,0.0,5987000000.0,0,2344000000.0,6.4,5987000000.0,7874000000.0,5987000000.0,581000000.0,0.0,923196000.0,10218000000.0,0,935944000.0,5987000000.0,14449000000.0,26000000.0,0,7900000000.0,1913000000.0,6.49,1763000000.0,24667000000.0,,740000000.0,507000000.0,,514000000.0,7900000000.0,
68,2010-09-26,2010-12-25,quarterly,Q1,2011,0000320193,3571,['AAPL'],APPLE INC,2011-01-19,,https://api.polygon.io/v1/reference/sec/filings/0001193125-11-010144,http://api.polygon.io/v1/reference/sec/filings/0001193125-11-010144/files/aapl-20101225.xml,14301000000.0,0,43042000000.0,86742000000.0,42815000000.0,54666000000.0,43927000000.0,885000000.0,,32076000000.0,86742000000.0,54666000000.0,,8281000000.0,42293000000.0,,23795000000.0,9039000000.0,-10729000000.0,-527000000.0,9773000000.0,429000000.0,9773000000.0,429000000.0,-10729000000.0,-527000000.0,0.0,6004000000.0,0,2471000000.0,6.43,6004000000.0,7827000000.0,6004000000.0,575000000.0,0.0,919294000.0,10298000000.0,0,933154000.0,6004000000.0,16443000000.0,136000000.0,0,7963000000.0,1959000000.0,6.53,1896000000.0,26741000000.0,,823000000.0,522000000.0,,455000000.0,7963000000.0,
69,2010-06-27,2010-09-25,quarterly,Q4,2010,0000320193,3571,['AAPL'],APPLE INC,,,,,12015000000.0,0,40627000000.0,75183000000.0,33505000000.0,47791000000.0,41678000000.0,1051000000.0,,27392000000.0,75183000000.0,47791000000.0,,6670000000.0,33163000000.0,,20722000000.0,8271000000.0,-4383000000.0,1556000000.0,5683000000.0,256000000.0,5683000000.0,256000000.0,-4383000000.0,1556000000.0,0.0,4308000000.0,0,2065000000.0,4.64,4308000000.0,5447000000.0,4308000000.0,494000000.0,0.0,1699000.0,7512000000.0,0,1371000.0,4308000000.0,12831000000.0,14000000.0,0,20343000000.0,1153000000.0,4.71,1571000000.0,20343000000.0,,142000000.0,342000000.0,,436000000.0,5461000000.0,
70,2009-09-27,2010-09-25,annual,FY,2010,0000320193,3571,['AAPL'],APPLE INC,2010-10-27,2010-10-27T20:36:21Z,https://api.polygon.io/v1/reference/sec/filings/0001193125-10-238044,http://api.polygon.io/v1/reference/sec/filings/0001193125-10-238044/files/aapl-20100925.xml,12015000000.0,0,40627000000.0,75183000000.0,33505000000.0,47791000000.0,41678000000.0,1051000000.0,,27392000000.0,75183000000.0,47791000000.0,,6670000000.0,33163000000.0,,20722000000.0,8271000000.0,-13854000000.0,5998000000.0,18595000000.0,1257000000.0,18595000000.0,1257000000.0,-13854000000.0,5998000000.0,46685000000.0,14013000000.0,0,7299000000.0,15.15,14013000000.0,18385000000.0,14013000000.0,1782000000.0,46685000000.0,909461000.0,25684000000.0,0,924712000.0,14013000000.0,39541000000.0,155000000.0,0,18540000000.0,4527000000.0,15.41,5517000000.0,65225000000.0,,1440000000.0,342000000.0,815000000.0,436000000.0,18540000000.0,
71,2010-03-28,2010-06-26,quarterly,Q3,2010,0000320193,3571,['AAPL'],APPLE INC,2010-07-21,2010-07-21T20:37:45Z,https://api.polygon.io/v1/reference/sec/filings/0001193125-10-162840,http://api.polygon.io/v1/reference/sec/filings/0001193125-10-162840/files/aapl-20100626.xml,8469000000.0,0,35091000000.0,64725000000.0,28692000000.0,43111000000.0,36033000000.0,942000000.0,,21614000000.0,64725000000.0,43111000000.0,,6002000000.0,28374000000.0,,15612000000.0,6738000000.0,-5430000000.0,-313000000.0,4801000000.0,316000000.0,4801000000.0,316000000.0,-5430000000.0,-313000000.0,0.0,3253000000.0,0,1902000000.0,3.51,3253000000.0,4234000000.0,3253000000.0,464000000.0,0.0,912197000.0,6136000000.0,0,927361000.0,3253000000.0,9564000000.0,58000000.0,0,4292000000.0,1039000000.0,3.57,1438000000.0,15700000000.0,,405000000.0,318000000.0,,405000000.0,4292000000.0,
